39,https://www.xiaohongshu.com/discovery/item/67c162cd0000000029032dce?source=webshare&xhsshare=pc_web&xsec_token=ABMivoUF1SriQA0LLRQ5N0ixi6UIuVjdTCwhK0rnmHAz0=&xsec_source=pc_share,和npy未来规划不一致要不要分手 - 小红书
42,https://www.xiaohongshu.com/discovery/item/67d8f993000000000603dda1?source=webshare&xhsshare=pc_web&xsec_token=ABENSyblWDIlidhMkpPbK7jB-mC7R_wqnVF1sVo91Z0xY=&xsec_source=pc_share,情感问题求助2.0 - 小红书
44,https://www.xiaohongshu.com/discovery/item/67e9ffd4000000000e006b4e?source=webshare&xhsshare=pc_web&xsec_token=ABSHv9hQmT9n6wAim1JN86zupCn1e7lmw5FjgTj-GsMZI=&xsec_source=pc_share,感觉要和????男友分手了??求助 - 小红书
46,https://www.xiaohongshu.com/discovery/item/67f50ee9000000001c02fba5?source=webshare&xhsshare=pc_web&xsec_token=AB8uoCLJMhD-UHfRq3xbaUbTUNzrn97RaEEGQbqPMsgtA=&xsec_source=pc_share,大一，交了男朋友，他的爸妈知道儿子恋爱后，将月1500块的生活费分星期给怕我花他钱吗 粉丝投稿：大一，交了男朋友，他的爸妈知道儿子恋爱后，将月1500块的生活费分星期给怕我花他钱吗？他人对我还行，不过我听说他父母这样实在是有点难崩，我们明明都是互相请客，互相送礼物，在一起一个多月，除互相往来的费用，他就多给我买了几次食堂的朱家小面和掉渣饼不知道她父母为什么这样子，是我多虑了吗？还是怕我花他儿子钱#情感 #生活 #生活费 #大学生 #求助 #我多虑了吗？ - 小红书
48,https://www.xiaohongshu.com/discovery/item/66faca21000000001902d549?source=webshare&xhsshare=pc_web&xsec_token=ABU9LUSQUN7mzFSnIeUqHAJIhrKcbUxUh7XR_emohTFRQ=&xsec_source=pc_share,从npy包里翻出来这个... - 小红书
49,https://www.xiaohongshu.com/discovery/item/67e3e4c4000000000603d095?source=webshare&xhsshare=pc_web&xsec_token=ABuNR8yzrCa7TUb1fGDJWd7Qoi1_RZkmxzTNlkkH85d-I=&xsec_source=pc_share,求助，帮我看看_我错了吗？ - 小红书
50,https://www.xiaohongshu.com/discovery/item/6651ab76000000000f00d396?source=webshare&xhsshare=pc_web&xsec_token=AB3WcPJdxAduQZV-OsrxY2fcCHKbOYCYIwHdXn5eKUhqA=&xsec_source=pc_share,和对象总是因为同类小事反复吵架怎么办? - 小红书
51,https://www.xiaohongshu.com/discovery/item/67caf008000000000703778e?source=webshare&xhsshare=pc_web&xsec_token=ABy5_6OBaDVkTQR2uLKwIAKlVyeylTSQs-fZB3RNaH4zs=&xsec_source=pc_share,家人们 这样还能复合吗 - 小红书
52,https://www.xiaohongshu.com/discovery/item/67bec6f4000000000901750f?source=webshare&xhsshare=pc_web&xsec_token=ABrPXpOQMMJDCSx5khxCYjhGiAqJnbo36FSkJVNX2Cv2A=&xsec_source=pc_share,亲密关系中遇到问题就想跑 - 小红书
53,https://www.xiaohongshu.com/discovery/item/67ce72390000000029018c71?source=webshare&xhsshare=pc_web&xsec_token=ABRBso9qY8K3ubS3fk4utZnDOZggkHLSCAD88wp5O29LE=&xsec_source=pc_share,女朋友说要么删掉异性朋友 要么分手 - 小红书
55,https://www.xiaohongshu.com/discovery/item/67d302cc000000001d02381f?source=webshare&xhsshare=pc_web&xsec_token=ABU8UTjyFPXhLznEKhu4HgAIk2fi3ZrCzJJHgssg3A97E=&xsec_source=pc_share,求助????男朋友的回复让我很不舒服 - 小红书
57,https://www.xiaohongshu.com/discovery/item/67c4514a0000000009038b33?source=webshare&xhsshare=pc_web&xsec_token=ABH3vNGkRo1PsHlyO1N4KtCB3UfHAvKwGyvi3GWyXdxoA=&xsec_source=pc_share,谈了之后才发现的问题 - 小红书
59,https://www.xiaohongshu.com/discovery/item/67a59c3b0000000028035189?source=webshare&xhsshare=pc_web&xsec_token=ABLUjNg1O3p33t6ioSN4fo3jnczYJt02YchRDN-hDwyyk=&xsec_source=pc_share,求助 - 小红书
60,https://www.xiaohongshu.com/discovery/item/67e446f5000000000603f143?source=webshare&xhsshare=pc_web&xsec_token=ABBEJHg_aqvhu1BTnnwTWyIGW--RYk4uR6YGV9Sya-_ds=&xsec_source=pc_share,00后台湾男友问我要不要结婚生小孩，正常吗？ - 小红书
68,https://www.xiaohongshu.com/discovery/item/67e7ecf5000000001c003d63?source=webshare&xhsshare=pc_web&xsec_token=ABoUB9-uPtKlldFJwmjNqEJylgNsCmyOM1qxeB2hYIwkk=&xsec_source=pc_share,男朋友说我想法有问题无法理解 - 小红书
72,https://www.xiaohongshu.com/discovery/item/66d88b41000000001f015687?source=webshare&xhsshare=pc_web&xsec_token=ABIBTt3gT3pukOiK9gI5ECR6ivPG2FNNC9Jq-PNk5184E=&xsec_source=pc_share,感情求助！！！真的不知道该怎么办了???? - 小红书
73,https://www.xiaohongshu.com/discovery/item/67ea981b000000001d00b0df?source=webshare&xhsshare=pc_web&xsec_token=ABZJyRUtoyUDBhm_HIynmlrCg-83WDTVpbMrb3ktd2gdI=&xsec_source=pc_share,求助 好无语 真的心累 - 小红书
82,https://www.xiaohongshu.com/discovery/item/67e8e0a0000000000e007bff?source=webshare&xhsshare=pc_web&xsec_token=ABjd-SH0JI-mUrLqLKLyeG8cmWNToSkbQcLiNQp53J1OU=&xsec_source=pc_share,男朋友老是不见人这正常吗？ 他上班我上学，每天上八个小时大多都要加班，一天聊不上十句话，下班后零零碎碎的回了几句，电话也没空打，一个月见一次这对吗？是不是我爱的太用力了 #情感问题 #求助 #上班族 - 小红书
86,https://www.xiaohongshu.com/discovery/item/66bdca990000000005021ec8?source=webshare&xhsshare=pc_web&xsec_token=ABj9zBjZ7Vhih0kY6fzie132e9BIRcYtVUJpUenVQ_vk0=&xsec_source=pc_share,女朋友问出的世纪难题 - 小红书
